COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_M	p_MF	N_M	N_MF
ABC-type Fe3+ transport system, periplasmic component (AfuA) (PDB:6IVY)	0	1	1	NA	COG1840	GC_00000670, GC_00002403, GC_00003693, GC_00004298, GC_00004420, GC_00005890, GC_00006974, GC_00007549	1	1	1	1
Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH (HisH) (PDB:1OX4)	0	1	1	NA	COG0118	GC_00004358, GC_00006729	1	1	1	1
AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0)!!!Predicted transcriptional regulator YdeE, contains AraC-type DNA-binding domain (YdeE)	0	1	1	NA	COG2207!!!COG3708	GC_00003002, GC_00003728	1	1	1	1
Signal recognition particle GTPase FtsY (FtsY) (PDB:4AK9)	0	1	1	NA	COG0552	GC_00006852, GC_00007796	1	1	1	1
Proline racemase/hydroxyproline epimerase (PrdF) (PDB:1TM0) (PUBMED:17849014)	0	1	1	NA	COG3938	GC_00002095, GC_00003491, GC_00003992	1	1	1	1
3-polyprenyl-4-hydroxybenzoate decarboxylase (UbiD) (PDB:2IDB) (PUBMED:28057757)	0	1	1	NA	COG0043	GC_00000577	1	1	1	1
Uncharacterized conserved protein, LON_N-like domain, ASCH/PUA-like superfamily (LON/PUA) (PDB:1ZBO)	0	1	1	NA	COG2802	GC_00003317, GC_00007531	1	1	1	1
Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2) (FtsI) (PDB:6HZQ)	0	1	1	NA	COG0768	GC_00000852, GC_00004465, GC_00005717, GC_00007959	1	1	1	1
CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)	0	1	1	NA	COG0784	GC_00004599, GC_00006234, GC_00006790, GC_00007833	1	1	1	1
Sulfur carrier protein TusA (tRNA thiolation, molybdenum cofactor biosynthesis) (TusA) (PDB:1DCJ) (PUBMED:23894086)	0	1	1	NA	COG0425	GC_00005150, GC_00005510, GC_00006423	1	1	1	1
Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	0	1	1	NA	COG1012	GC_00000018, GC_00000071, GC_00000110, GC_00000114, GC_00000152, GC_00000181, GC_00000636, GC_00000665, GC_00000701, GC_00000792, GC_00001033, GC_00001095, GC_00001699, GC_00002244, GC_00002293, GC_00002935, GC_00003074, GC_00003276, GC_00004062, GC_00006019, GC_00006040, GC_00006290, GC_00007354, GC_00007585, GC_00007618, GC_00007799, GC_00008529	1	1	1	1
Septum site-determining ATPase MinD (MinD) (PDB:4V02)	0	1	1	NA	COG2894	GC_00000663	1	1	1	1
Hemolysin-related protein, contains CBS domains, UPF0053 family (TlyC) (PDB:2NQW)	0	1	1	NA	COG1253	GC_00001993, GC_00004581, GC_00006655	1	1	1	1
Uncharacterized conserved protein related to plant photosystem II stability/assembly factor (PDB:2XBG)	0	1	1	NA	COG4447	GC_00001396, GC_00003357, GC_00004263, GC_00006133, GC_00006503, GC_00006603, GC_00007493	1	1	1	1
DNA anti-recombination protein (rearrangement mutator) RmuC (RmuC)	0	1	1	NA	COG1322	GC_00003843, GC_00007402	1	1	1	1
6-phosphogluconate dehydrogenase (decarboxylating) (YqeC) (PDB:4E21)	0	1	1	NA	COG1023	GC_00000583	1	1	1	1
Coproporphyrinogen-III oxidase HemN  (oxygen-independent) or related Fe-S oxidoreductase (HemN) (PDB:1OLT)	0	1	1	NA	COG0635	GC_00001369, GC_00001923, GC_00002027, GC_00003989, GC_00005046	1	1	1	1
K+ uptake protein Kup (Kup)	0	1	1	NA	COG3158	GC_00003202, GC_00004809, GC_00007320	1	1	1	1
Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla (MlaE) (PDB:6IC4)	0	1	1	NA	COG0767	GC_00000755, GC_00004256, GC_00006739, GC_00007540, GC_00008054	1	1	1	1
ABC-type amino acid transport system, permease component (HisM) (PDB:4YMS)	0	1	1	NA	COG0765	GC_00000094, GC_00000103, GC_00000349, GC_00001693, GC_00001722, GC_00002023, GC_00002379, GC_00002882, GC_00002957, GC_00003098, GC_00003885, GC_00005039, GC_00005592, GC_00005740, GC_00005823, GC_00006320, GC_00006530, GC_00006541, GC_00007573, GC_00007816, GC_00008120, GC_00008453	1	1	1	1
Preprotein translocase subunit SecY (SecY) (PDB:1RH5)	0	1	1	NA	COG0201	GC_00000983	1	1	1	1
NYN domain, predicted PIN-related RNAse, tRNA/rRNA maturation (LabA) (PDB:2QIP)	0	1	1	NA	COG1432	GC_00002502, GC_00008199	1	1	1	1
16S rRNA U1498 N3-methylase RsmE (RsmE) (PDB:1NXZ)	0	1	1	NA	COG1385	GC_00001941, GC_00003791, GC_00005431	1	1	1	1
Cell division septal protein FtsQ (FtsQ) (PDB:1YR1)	0	1	1	NA	COG1589	GC_00007041, GC_00007695	1	1	1	1
FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor) (Tig) (PDB:5OWI)	0	1	1	NA	COG0544	GC_00004361, GC_00006101	1	1	1	1
NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase (FadH2) (PDB:1VRQ)	0	1	1	NA	COG0446	GC_00001325, GC_00005518	1	1	1	1
Sugar phosphate isomerase/epimerase (YcjR) (PDB:3KTC) (PUBMED:30742415)	0	1	1	NA	COG1082	GC_00005422, GC_00006379, GC_00007938, GC_00008061	1	1	1	1
Catalase (peroxidase I) (KatG) (PDB:5SX1) (PUBMED:31337720)	0	1	1	NA	COG0376	GC_00000087	1	1	1	1
Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family (HinT) (PDB:1AV5) (PUBMED:20934431)	0	1	1	NA	COG0537	GC_00001942, GC_00003163, GC_00003510, GC_00004229	1	1	1	1
DNA-adenine methylase (Dam) (PDB:4GOL)	0	1	1	NA	COG0338	GC_00000765	1	1	1	1
Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family (PhyH) (PDB:2A1X)	0	1	1	NA	COG5285	GC_00003001, GC_00004212, GC_00007141, GC_00008323	1	1	1	1
Molecular chaperone GrpE (heat shock protein HSP-70) (GrpE) (PDB:1DKG)	0	1	1	NA	COG0576	GC_00002324, GC_00003511	1	1	1	1
Predicted amidohydrolase YtcJ (YtcJ) (PDB:3ICJ)	0	1	1	NA	COG1574	GC_00000062	1	1	1	1
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (BioA) (PDB:1MLY)	0	1	1	NA	COG0161	GC_00000284, GC_00000329, GC_00000985, GC_00005751	1	1	1	1
Threonyl-tRNA synthetase (ThrS) (PDB:1NYQ)	0	1	1	NA	COG0441	GC_00000423	1	1	1	1
Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)	0	1	1	NA	COG0463	GC_00000888, GC_00001423, GC_00001774, GC_00002127, GC_00002480, GC_00002670, GC_00002714, GC_00002759, GC_00006661, GC_00007732	1	1	1	1
Cell division ATPase FtsA (FtsA) (PDB:3WT0)	0	1	1	NA	COG0849	GC_00000170	1	1	1	1
Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)!!!PAS domain (PAS) (PDB:2MWG)	0	1	1	NA	COG0840!!!COG2202	GC_00000236, GC_00001195, GC_00003238, GC_00006124, GC_00008032, GC_00008450	1	1	1	1
Fic family protein (PDB:3CUC)	0	1	1	NA	COG3177	GC_00002212, GC_00002859, GC_00007133	1	1	1	1
TPR repeat (TPR) (PDB:1KLX)	0	1	1	NA	COG0790	GC_00000004, GC_00002162, GC_00002394, GC_00005978, GC_00006669, GC_00007025	1	1	1	1
ABC-type uncharacterized transport system, auxiliary component (PDB:2IQI)	0	1	1	NA	COG3218	GC_00001209, GC_00007916	1	1	1	1
dTDP-glucose pyrophosphorylase (RmlA1) (PDB:1FXO)	0	1	1	NA	COG1209	GC_00000442, GC_00003197	1	1	1	1
16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity) (RsmA) (PDB:1QYR)	0	1	1	NA	COG0030	GC_00003466, GC_00003774	1	1	1	1
dTDP-4-amino-4,6-dideoxygalactose transaminase (WecE) (PDB:4PIW) (PUBMED:15271350)	0	1	1	NA	COG0399	GC_00000620, GC_00000821, GC_00002222, GC_00003008, GC_00003249, GC_00005584, GC_00007422	1	1	1	1
L-amino acid N-acyltransferase MnaT (MnaT) (PDB:3DR6) (PUBMED:27941785)	0	1	1	NA	COG1247	GC_00004741, GC_00005400, GC_00005520, GC_00006148, GC_00006247, GC_00007017, GC_00008215	1	1	1	1
Pyridoxal 5'-phosphate homeostasis protein YggS, UPF0001 family (YggS) (PDB:3SY1) (PUBMED:26872910)	0	1	1	NA	COG0325	GC_00000586, GC_00007158	1	1	1	1
Flagellar biosynthesis chaperone FliJ (FliJ) (PDB:3AJW)	0	1	1	NA	COG2882	GC_00003068, GC_00005938	1	1	1	1
Uncharacterized conserved protein, DUF924 family (PDB:2I6H)	0	1	1	NA	COG3803	GC_00006662, GC_00006934	1	1	1	1
tRNA A37 N6-isopentenylltransferase MiaA (MiaA) (PDB:2ZM5)	0	1	1	NA	COG0324	GC_00000212	1	1	1	1
Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme	0	1	1	NA	COG3224	GC_00001717, GC_00004633, GC_00005048	1	1	1	1
ATP-dependent protease Clp, ATPase subunit ClpX (ClpX) (PDB:3HTE)	0	1	1	NA	COG1219	GC_00000203	1	1	1	1
Nucleotidyltransferase/DNA polymerase DinP involved in DNA repair (DinP) (PDB:4R8U) (PUBMED:16544291)	0	1	1	NA	COG0389	GC_00002370, GC_00004150, GC_00005507, GC_00006571	1	1	1	1
Elongation factor P Arg32-rhamnosyltransferase EarP (EarP) (PDB:5NV8) (PUBMED:28951478;29440735)	0	1	1	NA	COG4394	GC_00003715, GC_00006329	1	1	1	1
Type III secretion system substrate exporter, FlhB-like (YlqH)	0	1	1	NA	COG2257	GC_00001882, GC_00005022	1	1	1	1
Uncharacterized membrane protein YqjE (YqjE)	0	1	1	NA	COG5393	GC_00001317, GC_00003744	1	1	1	1
Ribosomal protein S19 (RpsS) (PDB:4V4H)	0	1	1	NA	COG0185	GC_00000802	1	1	1	1
Periplasmic beta-glucosidase and related glycosidases (BglX) (PDB:2X40)	0	1	1	NA	COG1472	GC_00003880, GC_00004338, GC_00006174, GC_00008187	1	1	1	1
Lysophospholipase, alpha-beta hydrolase superfamily (PldB) (PDB:5O7G)	0	1	1	NA	COG2267	GC_00001211, GC_00001465, GC_00002039, GC_00003522, GC_00005883, GC_00005904, GC_00006497, GC_00007972	1	1	1	1
Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain (GlxA)	0	1	1	NA	COG4977	GC_00001059, GC_00001438, GC_00001511, GC_00001779, GC_00002328, GC_00002742, GC_00003082, GC_00003279, GC_00003376, GC_00003684, GC_00004562, GC_00005153, GC_00005893, GC_00006111, GC_00006246, GC_00006262, GC_00007130, GC_00007143, GC_00007293, GC_00007602, GC_00007744, GC_00007935	1	1	1	1
Xanthosine utilization system component, XapX domain (XapX)	0	1	1	NA	COG4317	GC_00000256	1	1	1	1
Cytochrome c-type biogenesis protein CcmH/NrfG (NrfG)	0	1	1	NA	COG4235	GC_00005097, GC_00006675	1	1	1	1
Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ)	0	1	1	NA	COG4191	GC_00001733, GC_00002369, GC_00003896, GC_00006878, GC_00007861	1	1	1	1
Succinate dehydrogenase/fumarate reductase, flavoprotein subunit (SdhA) (PDB:1KF6)	0	1	1	NA	COG1053	GC_00000472, GC_00001227, GC_00001822, GC_00002387, GC_00002942, GC_00003814, GC_00004353, GC_00007749	1	1	1	1
Predicted metalloprotease, contains C-terminal PDZ domain (PDB:4FGM)	0	1	1	NA	COG3975	GC_00001708, GC_00003683	1	1	1	1
C-terminal processing protease CtpA/Prc, contains a PDZ domain (CtpA) (PDB:6IQU)	0	1	1	NA	COG0793	GC_00002811, GC_00003118, GC_00004215, GC_00005541, GC_00006779	1	1	1	1
NhaP-type Na+/H+ or K+/H+ antiporter (NhaP) (PDB:4CZB)	0	1	1	NA	COG0025	GC_00003280, GC_00005758, GC_00006745	1	1	1	1
ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)	0	1	1	NA	COG0834	GC_00000006, GC_00000044, GC_00000104, GC_00000144, GC_00001049, GC_00001106, GC_00001199, GC_00001284, GC_00001758, GC_00001860, GC_00002187, GC_00002265, GC_00002449, GC_00002553, GC_00002643, GC_00003158, GC_00003185, GC_00003361, GC_00003641, GC_00003975, GC_00004112, GC_00004423, GC_00004844, GC_00004950, GC_00004977, GC_00005160, GC_00005428, GC_00005625, GC_00006093, GC_00006158, GC_00006251, GC_00006303, GC_00006455, GC_00006524, GC_00007506, GC_00007707, GC_00007792, GC_00008156, GC_00008343	1	1	1	1
Phosphatidylserine synthase (PssA)	0	1	1	NA	COG1183	GC_00003794, GC_00006476, GC_00006695	1	1	1	1
Ribosomal protein S2 (RpsB) (PDB:4V4H)	0	1	1	NA	COG0052	GC_00000596	1	1	1	1
Predicted RNA-binding protein, contains EVE domain (EVE) (PDB:1ZCE) (PUBMED:32652237)	0	1	1	NA	COG2947	GC_00003484, GC_00006573	1	1	1	1
Bacterial nucleoid DNA-binding protein IHF-alpha (HimA) (PDB:1B8Z)	0	1	1	NA	COG0776	GC_00000015, GC_00000192, GC_00001036, GC_00003746	1	1	1	1
Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX (PiuC) (PDB:3DKQ)	0	1	1	NA	COG3128	GC_00000510	1	1	1	1
ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)	0	1	1	NA	COG1132	GC_00001627, GC_00001665, GC_00001689, GC_00003217, GC_00005521, GC_00006107, GC_00006166, GC_00006658, GC_00007232, GC_00007265, GC_00008007	1	1	1	1
Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)	0	1	1	NA	COG1024	GC_00000195, GC_00001151, GC_00002193, GC_00002281, GC_00002513, GC_00003264, GC_00003401, GC_00004299, GC_00004378, GC_00004970, GC_00005532, GC_00005602, GC_00005941, GC_00006122, GC_00006182, GC_00006979, GC_00007135, GC_00007635, GC_00007828	1	1	1	1
Cytochrome bd-type quinol oxidase, subunit 1 (AppC) (PDB:5DOQ)	0	1	1	NA	COG1271	GC_00000173, GC_00008438	1	1	1	1
Ribosomal protein S1 (RpsA) (PDB:4NNH)	0	1	1	NA	COG0539	GC_00000968	1	1	1	1
ADP-heptose:LPS heptosyltransferase (RfaF) (PDB:1PSW)	0	1	1	NA	COG0859	GC_00003305, GC_00003827, GC_00005042, GC_00005672, GC_00005924	1	1	1	1
Multimeric flavodoxin WrbA, includes NAD(P)H:quinone oxidoreductase (WrbA) (PDB:4DY4)	0	1	1	NA	COG0655	GC_00000570, GC_00006405	1	1	1	1
Succinate dehydrogenase, hydrophobic anchor subunit (SdhD) (PDB:2WS3)	0	1	1	NA	COG2142	GC_00005631, GC_00007779	1	1	1	1
Malonyl CoA-acyl carrier protein transacylase (FabD) (PDB:1YXC)	0	1	1	NA	COG0331	GC_00000543, GC_00005144	1	1	1	1
Small neutral amino acid transporter SnatA, MarC family (MarC) (PUBMED:17954692;12761179)	0	1	1	NA	COG2095	GC_00001304, GC_00002346	1	1	1	1
5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation) (AraD) (PDB:1FUA) (PUBMED:31950558)	0	1	1	NA	COG0235	GC_00006208, GC_00006332, GC_00006765, GC_00007036, GC_00007417, GC_00007837	1	1	1	1
HPr or related phosphotransfer protein (PtsH) (PDB:1CM2)	0	1	1	NA	COG1925	GC_00005269, GC_00008095	1	1	1	1
Flp pilus assembly protein CpaB (CpaB)	0	1	1	NA	COG3745	GC_00005730, GC_00007505, GC_00007954	1	1	1	1
Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)	0	1	1	NA	COG1670	GC_00001038, GC_00001190, GC_00002085, GC_00002453, GC_00002974, GC_00003566, GC_00003969, GC_00005621, GC_00005810, GC_00005955, GC_00006615, GC_00006665, GC_00007089, GC_00007118, GC_00007529	1	1	1	1
Flagellar biogenesis protein FliO (FliO)	0	1	1	NA	COG3190	GC_00001517, GC_00004757	1	1	1	1
Putative hemolysin	0	1	1	NA	COG3176	GC_00001534, GC_00006027	1	1	1	1
Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif (YecA)	0	1	1	NA	COG3318	GC_00003140, GC_00003798, GC_00006230, GC_00006546	1	1	1	1
tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE (TsaE) (PDB:1FL9)	0	1	1	NA	COG0802	GC_00004436, GC_00006307	1	1	1	1
Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)!!!Signal transduction histidine kinase (PDB:2QHK)	0	1	1	NA	COG0840!!!COG4564	GC_00000304, GC_00003157, GC_00006430	1	1	1	1
MFS family permease, includes anhydromuropeptide permease AmpG (ProP) (PUBMED:12426329)	0	1	1	NA	COG0477	GC_00002533, GC_00002784, GC_00002878, GC_00003889, GC_00005795, GC_00007471, GC_00008407	1	1	1	1
Glutaredoxin (GrxC) (PDB:1AAZ)	0	1	1	NA	COG0695	GC_00002154, GC_00002916, GC_00004002, GC_00005744, GC_00007380, GC_00007568, GC_00008127	1	1	1	1
ABC-type Fe3+-siderophore transport system, permease component (FepD) (PDB:2NQ2)	0	1	1	NA	COG0609	GC_00002650, GC_00006160, GC_00008487	1	1	1	1
ATP-dependent protease HslVU (ClpYQ), peptidase subunit (HslV) (PDB:5JI3)	0	1	1	NA	COG5405	GC_00001119, GC_00007772	1	1	1	1
Ribonuclease HII (RnhB) (PDB:1EKE)	0	1	1	NA	COG0164	GC_00001013	1	1	1	1
Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits (RsfS) (PDB:6SJ6)	0	1	1	NA	COG0799	GC_00003086, GC_00005898	1	1	1	1
ABC-type methionine transport system, permease component (MetP) (PDB:6CVL)	0	1	1	NA	COG2011	GC_00000050	1	1	1	1
Glycyl-tRNA synthetase, alpha subunit (GlyQ) (PDB:1J5W)	0	1	1	NA	COG0752	GC_00000943	1	1	1	1
Cell division GTPase FtsZ (FtsZ) (PDB:1FSZ)	0	1	1	NA	COG0206	GC_00004406, GC_00004531	1	1	1	1
Predicted periplasmic protein	0	1	1	NA	COG3904	GC_00004433, GC_00007827	1	1	1	1
Prolyl-tRNA synthetase (ProS) (PDB:5XIF)	0	1	1	NA	COG0442	GC_00000639	1	1	1	1
Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW)	0	1	1	NA	COG0183	GC_00000058, GC_00000331, GC_00000768, GC_00000827, GC_00000953, GC_00001052, GC_00001283, GC_00001290, GC_00001493, GC_00004981, GC_00005662, GC_00007421, GC_00007984	1	1	1	1
DNA polymerase III, delta subunit (HolA) (PDB:3ZH9)	0	1	1	NA	COG1466	GC_00005440, GC_00006301	1	1	1	1
Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family (OCDMu) (PDB:2I99)	0	1	1	NA	COG2423	GC_00001045, GC_00001193, GC_00005164, GC_00007723, GC_00008531	1	1	1	1
Catechol-2,3-dioxygenase (CatE)	0	1	1	NA	COG2514	GC_00000243, GC_00005311	1	1	1	1
6-pyruvoyl-tetrahydropterin synthase (QueD) (PDB:1B66) (PUBMED:14660578;17384645)	0	1	1	NA	COG0720	GC_00003947, GC_00006444	1	1	1	1
Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains (GlmS) (PDB:2J6H)	0	1	1	NA	COG0449	GC_00000693	1	1	1	1
DNA repair enzyme Ada (O6-methylguanine-DNA--protein-cysteine methyltransferase) (AdaB) (PDB:6RLA) (PUBMED:29061663)!!!Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada), contains Zn-binding and two AraC-type DNA-binding domains (AdaA) (PDB:1ADN)	0	1	1	NA	COG0350!!!COG2169	GC_00000505, GC_00001819	1	1	1	1
P2-like prophage tail protein X (gpX) (PDB:2LTF)	0	1	1	NA	COG5004	GC_00001007, GC_00003567	1	1	1	1
Uracil phosphoribosyltransferase (Upp) (PDB:2EHJ)	0	1	1	NA	COG0035	GC_00004904, GC_00008479	1	1	1	1
Phosphoribosyl-ATP pyrophosphohydrolase (HisI2) (PDB:6J22)	0	1	1	NA	COG0140	GC_00000753	1	1	1	1
Phage-related lysozyme (muramidase), GH24 family (RrrD) (PDB:4ZPU)	0	1	1	NA	COG3772	GC_00001629, GC_00002254, GC_00006882	1	1	1	1
Predicted phosphoribosyltransferase	0	1	1	NA	COG1926	GC_00002399, GC_00003922	1	1	1	1
FAD synthase (RibF) (PDB:1MRZ)	0	1	1	NA	COG0196	GC_00003288, GC_00006856	1	1	1	1
Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (ThiD) (PDB:1Y9X) (PUBMED:17351295)	0	1	1	NA	COG0351	GC_00002422, GC_00002615, GC_00006006	1	1	1	1
Membrane protein insertase Oxa1/YidC/SpoIIIJ (YidC) (PDB:3WO6)	0	1	1	NA	COG0706	GC_00004400, GC_00004648	1	1	1	1
Glutamate dehydrogenase/leucine dehydrogenase (GdhA) (PDB:1B3B) (PUBMED:24391520)	0	1	1	NA	COG0334	GC_00001303, GC_00001546, GC_00002508, GC_00005099, GC_00005802	1	1	1	1
Fe-S-cluster-containing dehydrogenase component (DMSO reductase) (HybA) (PDB:2VPW)	0	1	1	NA	COG0437	GC_00001117	1	1	1	1
Glutamate-1-semialdehyde aminotransferase (HemL) (PDB:2CFB)	0	1	1	NA	COG0001	GC_00000248	1	1	1	1
5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain (LigW) (PDB:2DVT) (PUBMED:26714575)	0	1	1	NA	COG2159	GC_00004944, GC_00007773	1	1	1	1
tRNA 2-selenouridine synthase SelU, contains rhodanese domain (SelU)	0	1	1	NA	COG2603	GC_00002353, GC_00006720	1	1	1	1
NAD kinase (NadK) (PDB:1SUW)	0	1	1	NA	COG0061	GC_00002794, GC_00004289	1	1	1	1
tRNA A37 methylthiotransferase MiaB (MiaB) (PDB:4JC0) (PUBMED:17407324;20472640;20584901)	0	1	1	NA	COG0621	GC_00000605, GC_00001120	1	1	1	1
Translation elongation factor EF-Ts (Tsf) (PDB:1EFU)	0	1	1	NA	COG0264	GC_00004751, GC_00007353	1	1	1	1
DNA-binding nucleoid-associated protein YbaB/EfbC (YbaB) (PDB:1J8B) (PUBMED:19594923;22544270)	0	1	1	NA	COG0718	GC_00001066	1	1	1	1
Lysyl-tRNA synthetase (class II) (LysU) (PDB:1BBU)	0	1	1	NA	COG1190	GC_00000775	1	1	1	1
Uncharacterized membrane protein YoaK, UPF0700 family (YoaK)	0	1	1	NA	COG3619	GC_00000392, GC_00002965, GC_00008386	1	1	1	1
Predicted nucleic acid-binding protein, contains Zn-ribbon domain	0	1	1	NA	COG2331	GC_00002573, GC_00004978	1	1	1	1
Tetraacyldisaccharide-1-P 4'-kinase (Lipid A 4'-kinase) (LpxK) (PDB:4EHW)	0	1	1	NA	COG1663	GC_00001610, GC_00005812	1	1	1	1
Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II (GloB) (PDB:1QH3) (PUBMED:25670698)	0	1	1	NA	COG0491	GC_00000569, GC_00000809, GC_00001347, GC_00001443, GC_00003213, GC_00003247, GC_00003812, GC_00005204, GC_00007190	1	1	1	1
GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M)!!!EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant) (EAL) (PDB:2BAS)!!!PAS domain (PAS) (PDB:2MWG)	0	1	1	NA	COG2199!!!COG2200!!!COG2202	GC_00006285, GC_00006439, GC_00007678	1	1	1	1
CRISPR/Cas system-associated endoribonuclease Cas2 (Cas2) (PDB:2I0X)	0	1	1	NA	COG1343	GC_00000712	1	1	1	1
Orotidine-5'-phosphate decarboxylase (PyrF) (PDB:1DBT)	0	1	1	NA	COG0284	GC_00007594, GC_00007839	1	1	1	1
Ribosomal protein S4 or related protein (RpsD) (PDB:4V4H)	0	1	1	NA	COG0522	GC_00000632	1	1	1	1
Alcohol dehydrogenase, class IV (EutG) (PDB:6AHC)	0	1	1	NA	COG1454	GC_00002257, GC_00002648, GC_00002993, GC_00005923	1	1	1	1
Diaminopimelate decarboxylase (LysA) (PDB:1D7K)	0	1	1	NA	COG0019	GC_00000223, GC_00004793, GC_00005373	1	1	1	1
DNA-binding protein YaaA associated with the oxidative stress response (YaaA) (PDB:5CAJ) (PUBMED:21378183;32796037)	0	1	1	NA	COG3022	GC_00000811	1	1	1	1
Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO)	0	1	1	NA	COG0151	GC_00000290	1	1	1	1
Predicted polyhydroxyalkanoate (PHA)-binding protein, phasin family (Phasin)	0	1	1	NA	COG5490	GC_00000042, GC_00007581	1	1	1	1
Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains (BepA) (PDB:6AIT) (PUBMED:24003122)	0	1	1	NA	COG4783	GC_00000942, GC_00001472, GC_00002813, GC_00003092, GC_00003435, GC_00004417, GC_00004863, GC_00005338, GC_00008204	1	1	1	1
Cupin domain protein related to quercetin dioxygenase (QdoI) (PDB:2H0V)	0	1	1	NA	COG1917	GC_00000611, GC_00004145, GC_00004162, GC_00008177, GC_00008339	1	1	1	1
Type IV pilus assembly protein PilW (PilW)	0	1	1	NA	COG4966	GC_00001237, GC_00005536, GC_00007983	1	1	1	1
Uncharacterized stress-responsive protein, TANGO2 (Transport and Golgi organisation 2) family, contains NRDE motif (Tango2) (PUBMED:26631869)	0	1	1	NA	COG3332	GC_00003273, GC_00003874	1	1	1	1
Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!PAS domain (PAS) (PDB:2MWG)	0	1	1	NA	COG0642!!!COG0784!!!COG2202	GC_00004248, GC_00006030	1	1	1	1
NADH:ubiquinone oxidoreductase subunit 1 (chain H) (NuoH) (PDB:6HUM)	0	1	1	NA	COG1005	GC_00005489, GC_00006376	1	1	1	1
Phosphoribosylaminoimidazole-succinocarboxamide synthase (PurC) (PDB:1A48)	0	1	1	NA	COG0152	GC_00001581, GC_00005947	1	1	1	1
Dipeptidyl aminopeptidase/acylaminoacyl peptidase (DAP2) (PDB:2JBW)	0	1	1	NA	COG1506	GC_00001460, GC_00002396, GC_00004122, GC_00004548, GC_00004679, GC_00006869, GC_00007285	1	1	1	1
Ketol-acid reductoisomerase (IlvC) (PDB:1NP3)	0	1	1	NA	COG0059	GC_00001135	1	1	1	1
Predicted endonuclease distantly related to archaeal Holliday junction resolvase, YraN/UPF0102 family (YraN) (PDB:3FOV)	0	1	1	NA	COG0792	GC_00003017, GC_00007725	1	1	1	1
Catalase (KatE) (PDB:6RJR)	0	1	1	NA	COG0753	GC_00000731, GC_00001352, GC_00005366	1	1	1	1
dUTP pyrophosphatase (dUTPase) (Dut) (PDB:1DUC)	0	1	1	NA	COG0756	GC_00001140	1	1	1	1
3-phosphoglycerate kinase (Pgk) (PDB:13PK)	0	1	1	NA	COG0126	GC_00000500	1	1	1	1
Large-conductance mechanosensitive channel (MscL) (PDB:2OAR)	0	1	1	NA	COG1970	GC_00001935, GC_00004425	1	1	1	1
